git_hash=280a4d3,max_arr_sz=12500000000
n,duration_ns
9250000002,683000.000000
9375000002,796000.000000
9500000002,702000.000000
9625000002,705000.000000
9750000002,825000.000000
9875000002,702000.000000
10000000002,864000.000000
10125000002,645000.000000
10250000002,833000.000000
10375000002,891000.000000
10500000002,878000.000000
10625000002,854000.000000
10750000002,841000.000000
10875000002,822000.000000
11000000002,874000.000000
11125000002,770000.000000
11250000002,863000.000000
11375000002,911000.000000
11500000002,893000.000000
11625000002,863000.000000
11750000002,803000.000000
11875000002,736000.000000
12000000002,800000.000000
12125000002,649000.000000
12250000002,684000.000000
12375000002,724000.000000
2,600000.000000
125000002,746000.000000
250000002,823000.000000
375000002,709000.000000
500000002,761000.000000
625000002,679000.000000
750000002,702000.000000
875000002,802000.000000
1000000002,146000.000000
1125000002,774000.000000
1250000002,645000.000000
1375000002,763000.000000
1500000002,791000.000000
1625000002,730000.000000
1750000002,768000.000000
1875000002,841000.000000
2000000002,698000.000000
2125000002,796000.000000
2250000002,675000.000000
2375000002,734000.000000
2500000002,799000.000000
2625000002,725000.000000
2750000002,737000.000000
2875000002,843000.000000
3000000002,748000.000000
3125000002,532000.000000
3250000002,749000.000000
3375000002,770000.000000
3500000002,708000.000000
3625000002,774000.000000
3750000002,817000.000000
3875000002,689000.000000
4000000002,822000.000000
4125000002,651000.000000
4250000002,683000.000000
4375000002,800000.000000
4500000002,738000.000000
4625000002,810000.000000
4750000002,643000.000000
4875000002,817000.000000
5000000002,751000.000000
5125000002,664000.000000
5250000002,758000.000000
5375000002,751000.000000
5500000002,701000.000000
5625000002,826000.000000
5750000002,708000.000000
5875000002,853000.000000
6000000002,667000.000000
6125000002,798000.000000
6250000002,779000.000000
6375000002,720000.000000
6500000002,735000.000000
6625000002,774000.000000
6750000002,730000.000000
6875000002,785000.000000
7000000002,570000.000000
7125000002,752000.000000
7250000002,793000.000000
7375000002,662000.000000
7500000002,793000.000000
7625000002,722000.000000
7750000002,808000.000000
7875000002,779000.000000
8000000002,695000.000000
8125000002,748000.000000
8250000002,639000.000000
8375000002,745000.000000
8500000002,797000.000000
8625000002,738000.000000
8750000002,792000.000000
8875000002,699000.000000
9000000002,747000.000000
9125000002,787000.000000
9250000002,762000.000000
9375000002,714000.000000
9500000002,676000.000000
9625000002,881000.000000
9750000002,711000.000000
9875000002,674000.000000
10000000002,671000.000000
10125000002,626000.000000
10250000002,734000.000000
10375000002,911000.000000
10500000002,669000.000000
10625000002,799000.000000
10750000002,822000.000000
10875000002,788000.000000
11000000002,890000.000000
11125000002,721000.000000
11250000002,763000.000000
11375000002,788000.000000
11500000002,813000.000000
11625000002,772000.000000
11750000002,771000.000000
11875000002,725000.000000
12000000002,1043000.000000
12125000002,693000.000000
12250000002,848000.000000
12375000002,689000.000000
2,696000.000000
125000002,779000.000000
250000002,794000.000000
375000002,616000.000000
500000002,691000.000000
625000002,822000.000000
750000002,699000.000000
875000002,775000.000000
1000000002,965000.000000
1125000002,898000.000000
1250000002,700000.000000
1375000002,695000.000000
1500000002,822000.000000
1625000002,750000.000000
1750000002,769000.000000
1875000002,858000.000000
2000000002,690000.000000
2125000002,746000.000000
2250000002,821000.000000
2375000002,753000.000000
2500000002,713000.000000
2625000002,621000.000000
2750000002,944000.000000
2875000002,671000.000000
3000000002,701000.000000
3125000002,868000.000000
3250000002,724000.000000
3375000002,781000.000000
3500000002,698000.000000
3625000002,773000.000000
3750000002,775000.000000
3875000002,710000.000000
4000000002,711000.000000
4125000002,786000.000000
4250000002,795000.000000
4375000002,904000.000000
4500000002,681000.000000
4625000002,768000.000000
4750000002,792000.000000
4875000002,712000.000000
5000000002,798000.000000
5125000002,691000.000000
5250000002,828000.000000
5375000002,687000.000000
5500000002,801000.000000
5625000002,812000.000000
5750000002,701000.000000
5875000002,757000.000000
6000000002,740000.000000
6125000002,720000.000000
6250000002,667000.000000
6375000002,614000.000000
6500000002,722000.000000
6625000002,825000.000000
6750000002,703000.000000
6875000002,765000.000000
7000000002,677000.000000
7125000002,797000.000000
7250000002,783000.000000
7375000002,773000.000000
7500000002,809000.000000
7625000002,679000.000000
7750000002,826000.000000
7875000002,890000.000000
8000000002,750000.000000
8125000002,799000.000000
8250000002,502000.000000
8375000002,698000.000000
8500000002,790000.000000
8625000002,716000.000000
8750000002,844000.000000
8875000002,742000.000000
9000000002,686000.000000
9125000002,821000.000000
9250000002,728000.000000
9375000002,788000.000000
9500000002,737000.000000
9625000002,714000.000000
9750000002,867000.000000
9875000002,761000.000000
10000000002,805000.000000
10125000002,688000.000000
10250000002,693000.000000
10375000002,861000.000000
10500000002,733000.000000
10625000002,804000.000000
10750000002,760000.000000
10875000002,769000.000000
11000000002,757000.000000
11125000002,625000.000000
11250000002,817000.000000
11375000002,843000.000000
11500000002,794000.000000
11625000002,797000.000000
11750000002,654000.000000
11875000002,687000.000000
12000000002,774000.000000
12125000002,698000.000000
12250000002,857000.000000
12375000002,673000.000000
2,590000.000000
125000002,748000.000000
250000002,787000.000000
375000002,642000.000000
500000002,732000.000000
625000002,707000.000000
750000002,703000.000000
875000002,793000.000000
1000000002,718000.000000
1125000002,701000.000000
1250000002,704000.000000
1375000002,711000.000000
1500000002,830000.000000
1625000002,691000.000000
1750000002,948000.000000
1875000002,763000.000000
2000000002,654000.000000
2125000002,687000.000000
2250000002,802000.000000
2375000002,678000.000000
2500000002,820000.000000
2625000002,704000.000000
2750000002,597000.000000
2875000002,711000.000000
3000000002,777000.000000
3125000002,956000.000000
3250000002,708000.000000
3375000002,777000.000000
3500000002,672000.000000
3625000002,888000.000000
3750000002,831000.000000
3875000002,878000.000000
4000000002,786000.000000
4125000002,636000.000000
4250000002,775000.000000
4375000002,898000.000000
4500000002,683000.000000
4625000002,826000.000000
4750000002,722000.000000
4875000002,759000.000000
5000000002,799000.000000
5125000002,738000.000000
5250000002,724000.000000
5375000002,695000.000000
5500000002,747000.000000
5625000002,1084000.000000
5750000002,724000.000000
5875000002,787000.000000
6000000002,734000.000000
6125000002,739000.000000
6250000002,802000.000000
6375000002,714000.000000
6500000002,846000.000000
6625000002,839000.000000
6750000002,714000.000000
6875000002,854000.000000
7000000002,661000.000000
7125000002,699000.000000
7250000002,859000.000000
7375000002,727000.000000
7500000002,785000.000000
7625000002,675000.000000
7750000002,789000.000000
7875000002,932000.000000
8000000002,671000.000000
8125000002,733000.000000
8250000002,803000.000000
8375000002,731000.000000
8500000002,729000.000000
8625000002,610000.000000
8750000002,771000.000000
8875000002,682000.000000
9000000002,746000.000000
9125000002,754000.000000
9250000002,662000.000000
9375000002,706000.000000
9500000002,732000.000000
9625000002,772000.000000
9750000002,753000.000000
9875000002,623000.000000
10000000002,834000.000000
10125000002,534000.000000
10250000002,703000.000000
10375000002,839000.000000
10500000002,655000.000000
10625000002,671000.000000
10750000002,840000.000000
10875000002,753000.000000
11000000002,800000.000000
11125000002,711000.000000
11250000002,795000.000000
11375000002,829000.000000
11500000002,739000.000000
11625000002,783000.000000
11750000002,747000.000000
11875000002,750000.000000
12000000002,836000.000000
12125000002,794000.000000
12250000002,755000.000000
12375000002,676000.000000
2,719000.000000
125000002,806000.000000
250000002,883000.000000
375000002,514000.000000
500000002,747000.000000
625000002,668000.000000
750000002,760000.000000
875000002,908000.000000
1000000002,772000.000000
1125000002,804000.000000
1250000002,655000.000000
1375000002,813000.000000
1500000002,802000.000000
1625000002,685000.000000
1750000002,863000.000000
1875000002,886000.000000
2000000002,671000.000000
2125000002,760000.000000
2250000002,627000.000000
2375000002,901000.000000
2500000002,770000.000000
2625000002,639000.000000
2750000002,694000.000000
2875000002,669000.000000
3000000002,731000.000000
3125000002,757000.000000
3250000002,697000.000000
3375000002,753000.000000
3500000002,722000.000000
3625000002,819000.000000
3750000002,769000.000000
3875000002,637000.000000
4000000002,885000.000000
4125000002,719000.000000
4250000002,772000.000000
4375000002,847000.000000
4500000002,724000.000000
4625000002,766000.000000
4750000002,695000.000000
4875000002,769000.000000
5000000002,1065000.000000
5125000002,707000.000000
5250000002,804000.000000
5375000002,684000.000000
5500000002,683000.000000
5625000002,771000.000000
5750000002,715000.000000
5875000002,803000.000000
6000000002,662000.000000
6125000002,714000.000000
6250000002,803000.000000
6375000002,722000.000000
6500000002,702000.000000
6625000002,829000.000000
6750000002,745000.000000
6875000002,809000.000000
7000000002,649000.000000
7125000002,798000.000000
7250000002,830000.000000
7375000002,728000.000000
7500000002,814000.000000
7625000002,584000.000000
7750000002,754000.000000
7875000002,895000.000000
8000000002,778000.000000
8125000002,768000.000000
8250000002,734000.000000
8375000002,601000.000000
8500000002,931000.000000
8625000002,705000.000000
8750000002,894000.000000
8875000002,800000.000000
9000000002,807000.000000
9125000002,860000.000000
9250000002,805000.000000
9375000002,751000.000000
9500000002,833000.000000
9625000002,698000.000000
9750000002,781000.000000
9875000002,648000.000000
10000000002,867000.000000
10125000002,690000.000000
10250000002,739000.000000
10375000002,764000.000000
10500000002,803000.000000
10625000002,461000.000000
10750000002,930000.000000
10875000002,675000.000000
11000000002,779000.000000
11125000002,666000.000000
11250000002,832000.000000
11375000002,678000.000000
11500000002,586000.000000
11625000002,819000.000000
11750000002,636000.000000
11875000002,873000.000000
12000000002,782000.000000
12125000002,657000.000000
12250000002,706000.000000
12375000002,647000.000000
2,532000.000000
125000002,681000.000000
250000002,734000.000000
375000002,682000.000000
500000002,827000.000000
625000002,687000.000000
750000002,814000.000000
875000002,742000.000000
1000000002,694000.000000
1125000002,722000.000000
1250000002,664000.000000
1375000002,746000.000000
1500000002,717000.000000
1625000002,737000.000000
1750000002,1457000.000000
1875000002,906000.000000
2000000002,750000.000000
2125000002,757000.000000
2250000002,651000.000000
2375000002,773000.000000
2500000002,927000.000000
2625000002,721000.000000
2750000002,870000.000000
2875000002,788000.000000
3000000002,701000.000000
3125000002,826000.000000
3250000002,656000.000000
3375000002,841000.000000
3500000002,634000.000000
3625000002,793000.000000
3750000002,830000.000000
3875000002,666000.000000
4000000002,716000.000000
4125000002,721000.000000
4250000002,746000.000000
4375000002,755000.000000
4500000002,668000.000000
4625000002,823000.000000
4750000002,718000.000000
4875000002,787000.000000
5000000002,871000.000000
5125000002,681000.000000
5250000002,728000.000000
5375000002,636000.000000
5500000002,711000.000000
5625000002,769000.000000
5750000002,751000.000000
5875000002,755000.000000
6000000002,664000.000000
6125000002,748000.000000
6250000002,745000.000000
6375000002,639000.000000
6500000002,782000.000000
6625000002,863000.000000
6750000002,735000.000000
6875000002,806000.000000
7000000002,754000.000000
7125000002,738000.000000
7250000002,812000.000000
7375000002,700000.000000
7500000002,748000.000000
7625000002,665000.000000
7750000002,701000.000000
7875000002,800000.000000
8000000002,697000.000000
8125000002,829000.000000
8250000002,661000.000000
8375000002,742000.000000
8500000002,858000.000000
8625000002,774000.000000
8750000002,893000.000000
8875000002,637000.000000
9000000002,757000.000000
9125000002,827000.000000
9250000002,781000.000000
9375000002,741000.000000
9500000002,667000.000000
9625000002,867000.000000
9750000002,884000.000000
9875000002,693000.000000
10000000002,744000.000000
10125000002,720000.000000
10250000002,739000.000000
10375000002,883000.000000
10500000002,596000.000000
10625000002,559000.000000
10750000002,847000.000000
10875000002,752000.000000
11000000002,581000.000000
11125000002,647000.000000
11250000002,793000.000000
11375000002,809000.000000
11500000002,705000.000000
11625000002,755000.000000
11750000002,663000.000000
11875000002,754000.000000
12000000002,793000.000000
12125000002,753000.000000
12250000002,783000.000000
12375000002,641000.000000
2,575000.000000
125000002,718000.000000
250000002,943000.000000
375000002,393000.000000
500000002,759000.000000
625000002,699000.000000
750000002,652000.000000
875000002,796000.000000
1000000002,665000.000000
1125000002,802000.000000
1250000002,535000.000000
1375000002,675000.000000
1500000002,920000.000000
1625000002,709000.000000
1750000002,839000.000000
1875000002,862000.000000
2000000002,805000.000000
2125000002,810000.000000
2250000002,688000.000000
2375000002,736000.000000
2500000002,865000.000000
2625000002,744000.000000
2750000002,797000.000000
2875000002,692000.000000
3000000002,779000.000000
3125000002,785000.000000
3250000002,736000.000000
3375000002,826000.000000
3500000002,656000.000000
3625000002,951000.000000
3750000002,804000.000000
3875000002,779000.000000
4000000002,745000.000000
4125000002,648000.000000
4250000002,807000.000000
4375000002,845000.000000
4500000002,748000.000000
4625000002,756000.000000
4750000002,785000.000000
4875000002,778000.000000
5000000002,705000.000000
5125000002,682000.000000
5250000002,789000.000000
5375000002,740000.000000
5500000002,738000.000000
5625000002,839000.000000
5750000002,671000.000000
5875000002,831000.000000
6000000002,656000.000000
6125000002,715000.000000
6250000002,742000.000000
6375000002,689000.000000
6500000002,754000.000000
6625000002,848000.000000
6750000002,662000.000000
6875000002,881000.000000
7000000002,547000.000000
7125000002,684000.000000
7250000002,795000.000000
7375000002,662000.000000
7500000002,794000.000000
7625000002,658000.000000
7750000002,742000.000000
7875000002,817000.000000
8000000002,676000.000000
8125000002,745000.000000
8250000002,647000.000000
8375000002,902000.000000
8500000002,996000.000000
8625000002,687000.000000
8750000002,716000.000000
8875000002,700000.000000
9000000002,780000.000000
9125000002,799000.000000
9250000002,698000.000000
9375000002,721000.000000
9500000002,656000.000000
9625000002,444000.000000
9750000002,745000.000000
9875000002,656000.000000
10000000002,720000.000000
10125000002,618000.000000
10250000002,710000.000000
10375000002,836000.000000
10500000002,638000.000000
10625000002,786000.000000
10750000002,968000.000000
10875000002,717000.000000
11000000002,877000.000000
11125000002,749000.000000
11250000002,898000.000000
11375000002,771000.000000
11500000002,711000.000000
11625000002,778000.000000
11750000002,676000.000000
11875000002,791000.000000
12000000002,755000.000000
12125000002,723000.000000
12250000002,802000.000000
12375000002,771000.000000
2,541000.000000
125000002,742000.000000
250000002,786000.000000
375000002,905000.000000
500000002,760000.000000
625000002,741000.000000
750000002,735000.000000
875000002,788000.000000
1000000002,769000.000000
1125000002,667000.000000
1250000002,660000.000000
1375000002,850000.000000
1500000002,785000.000000
1625000002,782000.000000
1750000002,785000.000000
1875000002,791000.000000
2000000002,712000.000000
2125000002,660000.000000
2250000002,726000.000000
2375000002,708000.000000
2500000002,747000.000000
2625000002,842000.000000
2750000002,891000.000000
2875000002,727000.000000
3000000002,735000.000000
3125000002,779000.000000
3250000002,800000.000000
3375000002,770000.000000
3500000002,595000.000000
3625000002,687000.000000
3750000002,874000.000000
3875000002,658000.000000
4000000002,785000.000000
4125000002,620000.000000
4250000002,723000.000000
4375000002,770000.000000
4500000002,677000.000000
4625000002,727000.000000
4750000002,679000.000000
4875000002,475000.000000
5000000002,743000.000000
5125000002,690000.000000
5250000002,730000.000000
5375000002,693000.000000
5500000002,761000.000000
5625000002,810000.000000
5750000002,788000.000000
5875000002,772000.000000
6000000002,690000.000000
6125000002,750000.000000
6250000002,757000.000000
6375000002,642000.000000
6500000002,786000.000000
6625000002,796000.000000
6750000002,735000.000000
6875000002,472000.000000
7000000002,712000.000000
7125000002,693000.000000
7250000002,790000.000000
7375000002,745000.000000
7500000002,771000.000000
7625000002,715000.000000
7750000002,773000.000000
7875000002,726000.000000
8000000002,651000.000000
8125000002,832000.000000
8250000002,643000.000000
8375000002,643000.000000
8500000002,869000.000000
8625000002,829000.000000
8750000002,767000.000000
8875000002,742000.000000
9000000002,686000.000000
9125000002,871000.000000
9250000002,677000.000000
9375000002,611000.000000
9500000002,751000.000000
9625000002,750000.000000
9750000002,827000.000000
9875000002,693000.000000
10000000002,727000.000000
10125000002,685000.000000
10250000002,692000.000000
10375000002,766000.000000
10500000002,712000.000000
10625000002,906000.000000
10750000002,808000.000000
10875000002,686000.000000
11000000002,811000.000000
11125000002,653000.000000
11250000002,461000.000000
11375000002,661000.000000
11500000002,404000.000000
11625000002,725000.000000
11750000002,720000.000000
11875000002,785000.000000
12000000002,466000.000000
12125000002,597000.000000
12250000002,753000.000000
12375000002,582000.000000
2,566000.000000
125000002,806000.000000
250000002,771000.000000
375000002,680000.000000
500000002,766000.000000
625000002,491000.000000
750000002,748000.000000
875000002,835000.000000
1000000002,800000.000000
1125000002,763000.000000
1250000002,668000.000000
1375000002,690000.000000
1500000002,751000.000000
1625000002,742000.000000
1750000002,727000.000000
1875000002,822000.000000
2000000002,566000.000000
2125000002,739000.000000
2250000002,675000.000000
2375000002,745000.000000
2500000002,670000.000000
2625000002,810000.000000
2750000002,796000.000000
2875000002,693000.000000
3000000002,767000.000000
3125000002,808000.000000
3250000002,831000.000000
3375000002,759000.000000
3500000002,614000.000000
3625000002,703000.000000
3750000002,840000.000000
3875000002,741000.000000
4000000002,811000.000000
4125000002,671000.000000
4250000002,763000.000000
4375000002,970000.000000
4500000002,697000.000000
4625000002,839000.000000
4750000002,670000.000000
4875000002,778000.000000
5000000002,835000.000000
5125000002,713000.000000
5250000002,765000.000000
5375000002,799000.000000
5500000002,749000.000000
5625000002,836000.000000
5750000002,732000.000000
5875000002,743000.000000
6000000002,715000.000000
6125000002,795000.000000
6250000002,981000.000000
6375000002,863000.000000
6500000002,827000.000000
6625000002,818000.000000
6750000002,696000.000000
6875000002,797000.000000
7000000002,639000.000000
7125000002,568000.000000
7250000002,582000.000000
7375000002,513000.000000
7500000002,807000.000000
7625000002,654000.000000
7750000002,609000.000000
7875000002,789000.000000
8000000002,688000.000000
8125000002,910000.000000
8250000002,645000.000000
8375000002,747000.000000
8500000002,811000.000000
8625000002,676000.000000
8750000002,768000.000000
8875000002,691000.000000
9000000002,747000.000000
9125000002,598000.000000
9250000002,689000.000000
9375000002,688000.000000
9500000002,689000.000000
9625000002,794000.000000
9750000002,859000.000000
9875000002,780000.000000
10000000002,833000.000000
10125000002,698000.000000
10250000002,730000.000000
10375000002,801000.000000
10500000002,777000.000000
10625000002,808000.000000
10750000002,824000.000000
10875000002,767000.000000
11000000002,792000.000000
11125000002,705000.000000
11250000002,812000.000000
11375000002,928000.000000
11500000002,747000.000000
11625000002,782000.000000
11750000002,568000.000000
11875000002,567000.000000
12000000002,873000.000000
12125000002,712000.000000
12250000002,775000.000000
12375000002,688000.000000
2,618000.000000
125000002,742000.000000
250000002,840000.000000
375000002,660000.000000
500000002,714000.000000
625000002,766000.000000
750000002,705000.000000
875000002,819000.000000
1000000002,794000.000000
1125000002,817000.000000
1250000002,701000.000000
1375000002,766000.000000
1500000002,1032000.000000
1625000002,698000.000000
1750000002,853000.000000
1875000002,877000.000000
2000000002,792000.000000
2125000002,843000.000000
2250000002,936000.000000
2375000002,783000.000000
2500000002,834000.000000
2625000002,753000.000000
2750000002,829000.000000
2875000002,683000.000000
3000000002,758000.000000
3125000002,494000.000000
3250000002,673000.000000
3375000002,741000.000000
3500000002,601000.000000
3625000002,681000.000000
3750000002,813000.000000
3875000002,747000.000000
4000000002,752000.000000
4125000002,618000.000000
4250000002,854000.000000
4375000002,981000.000000
4500000002,697000.000000
4625000002,890000.000000
4750000002,712000.000000
4875000002,811000.000000
5000000002,855000.000000
5125000002,667000.000000
5250000002,935000.000000
5375000002,513000.000000
5500000002,740000.000000
5625000002,780000.000000
5750000002,786000.000000
5875000002,801000.000000
6000000002,806000.000000
6125000002,769000.000000
6250000002,793000.000000
6375000002,668000.000000
6500000002,767000.000000
6625000002,780000.000000
6750000002,734000.000000
6875000002,769000.000000
7000000002,665000.000000
7125000002,760000.000000
7250000002,805000.000000
7375000002,681000.000000
7500000002,756000.000000
7625000002,748000.000000
7750000002,770000.000000
7875000002,800000.000000
8000000002,715000.000000
8125000002,787000.000000
8250000002,672000.000000
8375000002,682000.000000
8500000002,733000.000000
8625000002,692000.000000
8750000002,828000.000000
8875000002,666000.000000
9000000002,719000.000000
9125000002,875000.000000
9250000002,759000.000000
9375000002,791000.000000
9500000002,688000.000000
9625000002,704000.000000
9750000002,759000.000000
9875000002,661000.000000
10000000002,793000.000000
10125000002,697000.000000
10250000002,675000.000000
10375000002,692000.000000
10500000002,554000.000000
10625000002,758000.000000
10750000002,768000.000000
10875000002,780000.000000
11000000002,766000.000000
11125000002,674000.000000
11250000002,732000.000000
11375000002,841000.000000
11500000002,788000.000000
11625000002,777000.000000
11750000002,635000.000000
11875000002,772000.000000
12000000002,983000.000000
12125000002,719000.000000
12250000002,771000.000000
12375000002,674000.000000
2,666000.000000
125000002,653000.000000
250000002,751000.000000
375000002,620000.000000
500000002,745000.000000
625000002,786000.000000
750000002,769000.000000
875000002,471000.000000
1000000002,660000.000000
1125000002,886000.000000
1250000002,677000.000000
1375000002,714000.000000
1500000002,750000.000000
1625000002,706000.000000
1750000002,687000.000000
1875000002,811000.000000
2000000002,702000.000000
2125000002,753000.000000
2250000002,627000.000000
2375000002,545000.000000
2500000002,733000.000000
2625000002,639000.000000
2750000002,796000.000000
2875000002,682000.000000
3000000002,729000.000000
3125000002,777000.000000
3250000002,747000.000000
3375000002,783000.000000
3500000002,748000.000000
3625000002,832000.000000
3750000002,807000.000000
3875000002,676000.000000
4000000002,711000.000000
4125000002,735000.000000
4250000002,782000.000000
4375000002,786000.000000
4500000002,708000.000000
4625000002,788000.000000
4750000002,685000.000000
4875000002,746000.000000
5000000002,829000.000000
5125000002,733000.000000
5250000002,783000.000000
5375000002,737000.000000
5500000002,703000.000000
5625000002,759000.000000
5750000002,675000.000000
5875000002,772000.000000
6000000002,725000.000000
6125000002,687000.000000
6250000002,732000.000000
6375000002,694000.000000
6500000002,538000.000000
6625000002,785000.000000
6750000002,691000.000000
6875000002,774000.000000
7000000002,538000.000000
7125000002,780000.000000
7250000002,880000.000000
7375000002,773000.000000
7500000002,780000.000000
7625000002,674000.000000
7750000002,723000.000000
7875000002,804000.000000
8000000002,737000.000000
8125000002,802000.000000
8250000002,619000.000000
8375000002,690000.000000
8500000002,799000.000000
8625000002,690000.000000
8750000002,800000.000000
8875000002,647000.000000
9000000002,724000.000000
9125000002,794000.000000
9250000002,706000.000000
9375000002,781000.000000
9500000002,796000.000000
9625000002,760000.000000
9750000002,836000.000000
9875000002,727000.000000
10000000002,768000.000000
10125000002,724000.000000
10250000002,687000.000000
10375000002,876000.000000
10500000002,648000.000000
10625000002,782000.000000
10750000002,924000.000000
10875000002,756000.000000
11000000002,767000.000000
11125000002,702000.000000
11250000002,827000.000000
11375000002,743000.000000
11500000002,879000.000000
11625000002,820000.000000
11750000002,678000.000000
11875000002,881000.000000
12000000002,979000.000000
12125000002,730000.000000
12250000002,777000.000000
12375000002,680000.000000
2,585000.000000
125000002,730000.000000
250000002,823000.000000
375000002,771000.000000
500000002,851000.000000
625000002,720000.000000
750000002,726000.000000
875000002,786000.000000
1000000002,750000.000000
1125000002,753000.000000
1250000002,732000.000000
1375000002,722000.000000
1500000002,865000.000000
1625000002,675000.000000
1750000002,746000.000000
1875000002,1063000.000000
2000000002,663000.000000
2125000002,727000.000000
2250000002,784000.000000
2375000002,739000.000000
2500000002,816000.000000
2625000002,558000.000000
2750000002,811000.000000
2875000002,703000.000000
3000000002,706000.000000
3125000002,821000.000000
3250000002,739000.000000
3375000002,849000.000000
3500000002,696000.000000
3625000002,603000.000000
3750000002,750000.000000
3875000002,792000.000000
4000000002,787000.000000
4125000002,686000.000000
4250000002,768000.000000
4375000002,816000.000000
4500000002,660000.000000
4625000002,985000.000000
4750000002,685000.000000
4875000002,790000.000000
5000000002,838000.000000
5125000002,694000.000000
5250000002,755000.000000
5375000002,694000.000000
5500000002,606000.000000
5625000002,808000.000000
5750000002,747000.000000
5875000002,712000.000000
6000000002,627000.000000
6125000002,779000.000000
6250000002,813000.000000
6375000002,728000.000000
6500000002,806000.000000
6625000002,789000.000000
6750000002,758000.000000
6875000002,766000.000000
7000000002,507000.000000
7125000002,801000.000000
7250000002,879000.000000
7375000002,668000.000000
7500000002,811000.000000
7625000002,668000.000000
7750000002,767000.000000
7875000002,835000.000000
8000000002,660000.000000
8125000002,788000.000000
8250000002,688000.000000
8375000002,758000.000000
8500000002,825000.000000
8625000002,749000.000000
8750000002,848000.000000
8875000002,697000.000000
9000000002,736000.000000
9125000002,788000.000000
9250000002,749000.000000
9375000002,1039000.000000
9500000002,386000.000000
9625000002,638000.000000
9750000002,716000.000000
9875000002,721000.000000
10000000002,755000.000000
10125000002,657000.000000
10250000002,681000.000000
10375000002,771000.000000
10500000002,651000.000000
10625000002,736000.000000
10750000002,919000.000000
10875000002,699000.000000
11000000002,781000.000000
11125000002,728000.000000
11250000002,770000.000000
11375000002,856000.000000
11500000002,849000.000000
11625000002,787000.000000
11750000002,680000.000000
11875000002,759000.000000
12000000002,795000.000000
12125000002,744000.000000
12250000002,815000.000000
12375000002,666000.000000
2,600000.000000
125000002,754000.000000
250000002,830000.000000
375000002,738000.000000
500000002,716000.000000
625000002,653000.000000
750000002,691000.000000
875000002,766000.000000
1000000002,605000.000000
1125000002,738000.000000
1250000002,669000.000000
1375000002,712000.000000
1500000002,760000.000000
1625000002,697000.000000
1750000002,905000.000000
1875000002,820000.000000
2000000002,720000.000000
2125000002,806000.000000
2250000002,723000.000000
2375000002,846000.000000
2500000002,794000.000000
2625000002,671000.000000
2750000002,779000.000000
2875000002,641000.000000
3000000002,780000.000000
3125000002,821000.000000
3250000002,718000.000000
3375000002,844000.000000
3500000002,733000.000000
3625000002,697000.000000
3750000002,780000.000000
3875000002,667000.000000
4000000002,786000.000000
4125000002,689000.000000
4250000002,745000.000000
4375000002,802000.000000
4500000002,749000.000000
4625000002,810000.000000
4750000002,713000.000000
4875000002,746000.000000
5000000002,899000.000000
5125000002,588000.000000
5250000002,790000.000000
5375000002,703000.000000
5500000002,716000.000000
5625000002,835000.000000
5750000002,696000.000000
5875000002,765000.000000
6000000002,699000.000000
6125000002,697000.000000
6250000002,765000.000000
6375000002,722000.000000
6500000002,771000.000000
6625000002,953000.000000
6750000002,706000.000000
6875000002,778000.000000
7000000002,636000.000000
7125000002,735000.000000
7250000002,867000.000000
7375000002,786000.000000
7500000002,807000.000000
7625000002,635000.000000
7750000002,953000.000000
7875000002,870000.000000
8000000002,691000.000000
8125000002,857000.000000
8250000002,707000.000000
8375000002,662000.000000
8500000002,774000.000000
8625000002,713000.000000
8750000002,732000.000000
8875000002,690000.000000
9000000002,902000.000000
9125000002,761000.000000
9250000002,719000.000000
9375000002,817000.000000
9500000002,748000.000000
9625000002,756000.000000
9750000002,992000.000000
9875000002,629000.000000
10000000002,796000.000000
10125000002,700000.000000
10250000002,742000.000000
10375000002,922000.000000
10500000002,632000.000000
10625000002,751000.000000
10750000002,848000.000000
10875000002,717000.000000
11000000002,866000.000000
11125000002,673000.000000
11250000002,788000.000000
11375000002,849000.000000
11500000002,700000.000000
11625000002,802000.000000
11750000002,900000.000000
11875000002,765000.000000
12000000002,1001000.000000
12125000002,767000.000000
12250000002,979000.000000
12375000002,656000.000000
2,582000.000000
125000002,862000.000000
250000002,822000.000000
375000002,718000.000000
500000002,768000.000000
625000002,750000.000000
750000002,701000.000000
875000002,1011000.000000
1000000002,942000.000000
1125000002,851000.000000
1250000002,692000.000000
1375000002,711000.000000
1500000002,718000.000000
1625000002,684000.000000
1750000002,843000.000000
1875000002,865000.000000
2000000002,637000.000000
2125000002,773000.000000
2250000002,611000.000000
2375000002,741000.000000
2500000002,877000.000000
2625000002,794000.000000
2750000002,752000.000000
2875000002,771000.000000
3000000002,834000.000000
3125000002,879000.000000
3250000002,641000.000000
3375000002,902000.000000
3500000002,786000.000000
3625000002,841000.000000
3750000002,937000.000000
3875000002,845000.000000
4000000002,719000.000000
4125000002,753000.000000
4250000002,618000.000000
4375000002,790000.000000
4500000002,769000.000000
4625000002,853000.000000
4750000002,782000.000000
4875000002,834000.000000
5000000002,889000.000000
5125000002,836000.000000
5250000002,880000.000000
5375000002,633000.000000
5500000002,834000.000000
5625000002,820000.000000
5750000002,743000.000000
5875000002,844000.000000
6000000002,754000.000000
6125000002,828000.000000
6250000002,853000.000000
6375000002,737000.000000
6500000002,825000.000000
6625000002,923000.000000
