git_hash=8557d56,max_arr_sz=10000000000
n,duration_ns
600000002,571500
600000002,481450
600000002,696169
600000002,577819
600000002,592428
600000002,555439
600000002,569539
600000002,612728
600000002,610728
600000002,637190
600000002,579819
600000002,568408
600000002,528209
600000002,481259
600000002,564969
600000002,599989
600000002,596968
600000002,553819
600000002,576789
700000002,571868
700000002,593809
700000002,563219
700000002,556688
700000002,580859
700000002,562730
700000002,572948
700000002,533799
700000002,648229
700000002,630888
700000002,900809
700000002,557169
700000002,554259
700000002,574440
700000002,555219
700000002,600889
700000002,526390
700000002,622678
700000002,822218
700000002,571208
700000002,932538
700000002,553729
700000002,621729
700000002,593399
700000002,549078
700000002,549249
700000002,586768
700000002,552419
700000002,576798
700000002,592439
800000002,516930
800000002,520489
800000002,524890
800000002,537228
800000002,613929
800000002,531939
800000002,534619
800000002,537008
800000002,525840
800000002,605379
800000002,610059
800000002,530949
800000002,588578
800000002,578739
800000002,574610
800000002,531260
800000002,524388
800000002,573249
800000002,563048
800000002,561949
800000002,572589
800000002,570250
800000002,541509
800000002,547509
800000002,493369
800000002,752118
800000002,569059
800000002,579390
800000002,548839
800000002,589458
900000002,582180
900000002,619900
900000002,584049
900000002,564688
900000002,581489
900000002,585820
900000002,528800
900000002,573229
900000002,578028
900000002,577600
900000002,594999
900000002,576549
900000002,554969
900000002,594558
900000002,623229
900000002,977458
900000002,655270
900000002,683118
900000002,609109
900000002,587308
900000002,652508
900000002,594008
900000002,574570
900000002,594849
900000002,668668
900000002,603969
900000002,540998
900000002,614689
900000002,815858
900000002,833709
1000000002,564248
1000000002,562700
1000000002,589330
1000000002,560738
1000000002,559570
1000000002,545179
1000000002,592149
1000000002,766408
1000000002,576519
1000000002,563609
1000000002,564979
1000000002,533939
1000000002,531030
1000000002,688738
1000000002,639268
1000000002,962058
1000000002,559129
1000000002,574499
1000000002,587759
1000000002,568249
1000000002,572200
1000000002,560108
1000000002,617159
1000000002,569449
1000000002,603679
1000000002,588469
1000000002,574218
1000000002,582170
1000000002,563928
1000000002,600270
1100000002,592029
1100000002,650779
1100000002,568889
1100000002,839769
1100000002,586369
1100000002,995557
1100000002,591119
1100000002,583489
1100000002,805689
1100000002,576309
1100000002,613028
1100000002,601139
1100000002,599389
1100000002,649380
1100000002,625410
1100000002,606729
1100000002,636270
1100000002,566959
1100000002,584569
1100000002,597400
1100000002,942529
1100000002,613849
1100000002,665258
1100000002,602438
1100000002,602219
1100000002,606968
1100000002,567829
1100000002,637268
1100000002,595698
1100000002,626440
1200000002,576849
1200000002,586590
1200000002,629779
1200000002,539580
1200000002,587518
1200000002,582689
1200000002,591079
1200000002,577789
1200000002,605968
1200000002,629030
1200000002,671310
1200000002,590339
1200000002,553379
1200000002,622679
1200000002,561389
1200000002,570798
1200000002,546139
1200000002,605728
1200000002,624559
1200000002,561378
1200000002,579169
1200000002,583398
1200000002,597920
1200000002,889908
1200000002,674610
1200000002,553330
1200000002,547790
1200000002,907719
1200000002,572730
1200000002,598078
1300000002,582029
1300000002,574049
1300000002,602469
1300000002,660399
1300000002,580239
1300000002,616448
1300000002,621069
1300000002,600080
1300000002,601069
1300000002,578799
1300000002,633529
1300000002,632960
1300000002,615019
1300000002,659820
1300000002,553650
1300000002,560199
1300000002,585029
1300000002,783119
1300000002,626039
1300000002,586249
1300000002,920919
1300000002,644139
1300000002,606399
1300000002,776579
1300000002,688029
1300000002,684399
1300000002,663869
1300000002,812669
1300000002,615040
1300000002,831238
1400000002,620549
1400000002,578658
1400000002,589489
1400000002,551580
1400000002,576470
1400000002,538219
1400000002,553709
1400000002,663268
1400000002,584369
1400000002,603439
1400000002,579788
1400000002,570189
1400000002,590678
1400000002,577549
1400000002,573588
1400000002,594380
1400000002,572178
1400000002,587209
1400000002,743108
1400000002,556920
1400000002,605489
1400000002,604008
1400000002,568699
1400000002,720479
1400000002,580790
1400000002,621450
1400000002,578459
1400000002,782789
1400000002,724148
1400000002,536158
1500000002,629979
1500000002,657569
1500000002,630009
1500000002,631088
1500000002,647139
1500000002,570099
1500000002,623739
1500000002,663808
1500000002,716820
1500000002,633839
1500000002,615270
1500000002,674989
1500000002,532728
1500000002,591040
1500000002,603169
1500000002,585009
1500000002,626488
1500000002,607980
1500000002,648999
1500000002,613410
1500000002,565889
1500000002,594870
1500000002,607798
1500000002,623659
1500000002,592610
1500000002,802198
1500000002,582338
1500000002,637979
1500000002,675058
1500000002,576569
1600000002,637199
1600000002,594788
1600000002,576760
1600000002,566239
1600000002,603278
1600000002,605020
1600000002,710429
1600000002,590099
1600000002,574999
1600000002,672838
1600000002,561670
1600000002,583808
1600000002,585388
1600000002,586778
1600000002,592879
1600000002,706138
1600000002,630749
1600000002,564689
1600000002,540159
1600000002,526089
1600000002,548159
1600000002,590699
1600000002,580450
1600000002,749578
1600000002,709798
1600000002,552049
1600000002,530640
1600000002,503148
1600000002,535959
1600000002,581968
1700000002,616279
1700000002,541010
1700000002,548219
1700000002,526708
1700000002,597968
1700000002,662288
1700000002,559038
1700000002,848258
1700000002,571070
1700000002,488159
1700000002,565149
1700000002,558309
1700000002,809018
1700000002,545038
1700000002,541468
1700000002,556849
1700000002,579539
1700000002,559300
1700000002,553978
1700000002,575229
1700000002,542668
1700000002,545529
1700000002,560159
1700000002,592449
1700000002,564939
1700000002,553229
1700000002,557640
1700000002,555349
1700000002,530888
1700000002,558938
1800000002,559169
1800000002,605499
1800000002,529028
1800000002,595150
1800000002,579150
1800000002,616389
1800000002,1122089
1800000002,929049
1800000002,613779
1800000002,632589
1800000002,573219
1800000002,608010
1800000002,606560
1800000002,608659
1800000002,577028
1800000002,595558
1800000002,608229
1800000002,576779
1800000002,788888
1800000002,612850
1800000002,589850
1800000002,528968
1800000002,580428
1800000002,639369
1800000002,626118
1800000002,611599
1800000002,624778
1800000002,607959
1800000002,585329
1800000002,586890
1900000002,614099
1900000002,603319
1900000002,638749
1900000002,723529
1900000002,610848
1900000002,589498
1900000002,624079
1900000002,633459
1900000002,605818
1900000002,907669
1900000002,566928
1900000002,598159
1900000002,672268
1900000002,576769
1900000002,612629
1900000002,619079
1900000002,618908
1900000002,655038
1900000002,608158
1900000002,601998
1900000002,596968
1900000002,493970
1900000002,417769
1900000002,613840
1900000002,593529
1900000002,639148
1900000002,648728
1900000002,611619
1900000002,619578
1900000002,625279
2000000002,611480
2000000002,608199
2000000002,613378
2000000002,641188
2000000002,584189
2000000002,594329
2000000002,604308
2000000002,627118
2000000002,667418
2000000002,620609
2000000002,593999
2000000002,621468
2000000002,587298
2000000002,579269
2000000002,591900
2000000002,581849
2000000002,614740
2000000002,591039
2000000002,945897
2000000002,1035788
2000000002,664478
2000000002,590908
2000000002,640008
2000000002,552729
2000000002,596358
2000000002,589118
2000000002,587750
2000000002,528178
2000000002,617818
2000000002,604668
2100000002,609539
2100000002,564379
2100000002,629748
2100000002,611049
2100000002,548238
2100000002,725788
2100000002,586620
2100000002,610719
2100000002,625849
2100000002,653778
2100000002,598269
2100000002,559948
2100000002,625818
2100000002,855348
2100000002,599419
2100000002,634849
2100000002,675209
2100000002,560260
2100000002,606099
2100000002,662859
2100000002,634829
2100000002,599768
2100000002,617098
2100000002,638279
2100000002,603379
2100000002,622909
2100000002,624278
2100000002,573609
2100000002,618949
2100000002,540969
2200000002,593880
2200000002,530619
2200000002,565299
2200000002,522969
2200000002,579950
2200000002,623499
2200000002,605579
2200000002,603490
2200000002,610599
2200000002,619119
2200000002,561699
2200000002,516900
2200000002,570659
2200000002,559999
2200000002,585200
2200000002,713188
2200000002,569159
2200000002,564169
2200000002,563739
2200000002,820569
2200000002,608788
2200000002,568330
2200000002,600329
2200000002,566350
2200000002,569109
2200000002,814639
2200000002,645909
2200000002,629048
2200000002,806498
2200000002,513639
2300000002,619980
2300000002,557629
2300000002,657470
2300000002,620689
2300000002,544739
2300000002,635039
2300000002,629650
2300000002,560279
2300000002,642049
2300000002,618548
2300000002,585608
2300000002,669288
2300000002,624558
2300000002,591178
2300000002,623488
2300000002,594360
2300000002,590148
2300000002,603528
2300000002,619599
2300000002,632679
2300000002,638079
2300000002,625939
2300000002,631500
2300000002,638339
2300000002,623029
2300000002,645559
2300000002,611228
2300000002,646858
2300000002,610259
2300000002,605109
2400000002,555339
2400000002,586389
2400000002,566669
2400000002,557398
2400000002,540779
2400000002,856989
2400000002,606069
2400000002,591549
2400000002,591939
2400000002,634499
2400000002,604879
2400000002,597328
2400000002,605508
2400000002,632009
2400000002,609238
2400000002,577579
2400000002,593940
2400000002,617520
2400000002,603460
2400000002,587299
2400000002,561710
2400000002,562019
2400000002,625548
2400000002,592470
2400000002,604139
2400000002,572569
2400000002,627978
2400000002,565219
2400000002,578220
2400000002,596240
2500000002,645130
2500000002,587758
2500000002,588128
2500000002,622409
2500000002,668829
2500000002,646029
2500000002,604119
2500000002,585368
2500000002,549680
2500000002,640830
2500000002,637358
2500000002,612468
2500000002,592150
2500000002,584849
2500000002,597510
2500000002,565810
2500000002,606679
2500000002,747709
2500000002,809539
2500000002,592319
2500000002,604138
2500000002,641308
2500000002,594769
2500000002,599640
2500000002,1038759
2500000002,606660
2500000002,608657
2500000002,599817
2500000002,1082246
2500000002,614187
2600000002,577648
2600000002,572598
2600000002,577027
2600000002,598068
2600000002,586848
2600000002,597617
2600000002,595758
2600000002,591147
2600000002,592968
2600000002,594367
2600000002,567218
2600000002,569179
2600000002,584287
2600000002,587827
2600000002,639797
2600000002,591898
2600000002,533099
2600000002,641767
2600000002,627298
2600000002,594098
2600000002,542297
2600000002,582737
2600000002,575158
2600000002,541087
2600000002,567618
2600000002,541068
2600000002,550257
2600000002,532037
2600000002,645647
2600000002,506977
2700000002,525518
2700000002,545189
2700000002,517877
2700000002,618326
2700000002,651156
2700000002,582927
2700000002,602327
2700000002,612207
2700000002,610068
2700000002,583708
2700000002,896986
2700000002,597908
2700000002,607677
2700000002,814707
2700000002,644146
2700000002,599448
2700000002,588397
2700000002,580088
2700000002,589227
2700000002,595997
2700000002,574668
2700000002,682777
2700000002,606307
2700000002,622206
2700000002,560847
2700000002,626786
2700000002,627977
2700000002,608487
2700000002,722587
2700000002,565497
2800000002,553948
2800000002,550317
2800000002,555508
2800000002,532697
2800000002,301888
2800000002,569978
2800000002,585397
2800000002,608177
2800000002,609187
2800000002,604588
2800000002,593058
2800000002,618488
2800000002,611467
2800000002,648678
2800000002,559357
2800000002,586268
2800000002,580277
2800000002,610977
2800000002,590948
2800000002,560317
2800000002,624427
2800000002,621547
2800000002,836267
2800000002,565977
2800000002,556678
2800000002,608907
2800000002,642478
2800000002,622757
2800000002,640217
2800000002,766588
2900000002,591259
2900000002,624688
2900000002,578487
2900000002,754107
2900000002,601087
2900000002,605987
2900000002,583618
2900000002,567677
2900000002,547438
2900000002,375598
2900000002,593337
2900000002,578197
2900000002,627417
2900000002,576738
2900000002,592788
2900000002,576618
2900000002,543768
2900000002,577347
2900000002,577608
2900000002,540628
2900000002,545037
2900000002,646887
2900000002,578067
2900000002,559457
2900000002,577728
2900000002,619357
2900000002,561307
2900000002,559038
2900000002,638398
2900000002,596689
3000000002,577108
3000000002,627168
3000000002,891676
3000000002,538739
3000000002,597268
3000000002,675567
3000000002,608267
3000000002,586338
3000000002,580018
3000000002,554037
3000000002,687608
3000000002,572608
3000000002,609258
3000000002,543997
3000000002,574839
3000000002,579568
3000000002,586037
3000000002,623357
3000000002,578189
3000000002,624458
3000000002,547757
3000000002,786186
3000000002,589997
3000000002,608327
3000000002,586278
3000000002,624437
3000000002,613298
3000000002,556278
3000000002,814376
3000000002,616137
3100000002,685518
3100000002,601018
3100000002,583647
3100000002,615507
3100000002,575107
3100000002,802177
3100000002,612568
3100000002,529637
3100000002,983637
3100000002,526328
3100000002,632617
3100000002,631577
3100000002,705418
3100000002,664277
3100000002,613648
3100000002,644847
3100000002,527497
3100000002,692587
3100000002,605568
3100000002,628097
3100000002,610908
3100000002,633297
3100000002,627708
3100000002,865076
3100000002,687437
3100000002,695138
3100000002,737107
3100000002,692878
3100000002,709558
3100000002,625508
3200000002,601448
3200000002,588018
3200000002,611708
3200000002,638207
3200000002,628878
3200000002,573387
3200000002,601538
3200000002,802337
3200000002,620717
3200000002,593618
3200000002,684627
3200000002,646418
3200000002,644767
3200000002,817898
3200000002,624109
3200000002,613678
3200000002,632638
3200000002,626327
3200000002,619778
3200000002,606208
3200000002,602067
3200000002,601278
3200000002,625598
3200000002,592377
3200000002,601838
3200000002,568758
3200000002,614497
3200000002,594047
3200000002,569558
3200000002,588977
3300000002,577577
3300000002,561388
3300000002,580408
3300000002,696548
3300000002,604377
3300000002,617837
3300000002,680826
3300000002,628517
3300000002,688627
3300000002,593608
3300000002,582507
3300000002,629787
3300000002,596628
3300000002,564908
3300000002,618078
3300000002,615518
3300000002,564119
3300000002,590518
3300000002,574888
3300000002,554907
3300000002,594778
3300000002,633987
3300000002,624098
3300000002,562729
3300000002,615298
3300000002,562287
3300000002,585948
3300000002,556587
3300000002,572747
3300000002,545599
3400000002,876297
3400000002,634878
3400000002,577168
3400000002,594858
3400000002,592887
3400000002,674647
3400000002,613209
3400000002,625778
3400000002,643388
3400000002,600098
3400000002,608978
3400000002,603548
3400000002,593757
3400000002,792707
3400000002,592148
3400000002,614397
3400000002,574588
3400000002,583688
3400000002,636407
3400000002,554588
3400000002,577079
3400000002,593777
3400000002,968297
3400000002,609347
3400000002,594778
3400000002,573928
3400000002,574247
3400000002,610287
3400000002,790217
3400000002,636468
3500000002,562988
3500000002,591437
3500000002,606768
3500000002,636627
3500000002,615348
3500000002,571837
3500000002,571158
3500000002,914497
3500000002,609527
3500000002,543478
3500000002,554248
3500000002,546369
3500000002,547327
3500000002,592349
3500000002,635057
3500000002,612818
3500000002,619758
3500000002,582398
3500000002,842397
3500000002,577967
3500000002,569867
3500000002,576067
3500000002,563548
3500000002,555568
3500000002,599758
3500000002,591088
3500000002,613648
3500000002,559089
3500000002,570489
3500000002,582928
3600000002,590778
3600000002,601417
3600000002,574517
3600000002,578168
3600000002,566897
3600000002,883297
3600000002,573357
3600000002,594628
3600000002,645568
3600000002,559508
3600000002,555958
3600000002,569078
3600000002,617328
3600000002,588237
3600000002,572917
3600000002,655567
3600000002,607217
3600000002,581437
3600000002,593007
3600000002,1266595
3600000002,625178
3600000002,601759
3600000002,606598
3600000002,569458
3600000002,676597
3600000002,602558
3600000002,600747
3600000002,599148
3600000002,631687
3600000002,656228
3700000002,615317
3700000002,633378
3700000002,610838
3700000002,628757
3700000002,636837
3700000002,673137
3700000002,623668
3700000002,648437
3700000002,566989
3700000002,565719
3700000002,573748
3700000002,568568
3700000002,578999
3700000002,574957
3700000002,746468
3700000002,598207
3700000002,588948
3700000002,639558
3700000002,561978
3700000002,614027
3700000002,587928
3700000002,603387
3700000002,605978
3700000002,517359
3700000002,553538
3700000002,567227
3700000002,569657
3700000002,902807
3700000002,587648
3700000002,691828
3800000002,1100776
3800000002,610538
3800000002,598949
3800000002,751916
3800000002,582318
3800000002,615009
3800000002,569728
3800000002,600947
3800000002,659267
3800000002,762607
3800000002,543918
3800000002,579567
3800000002,762608
3800000002,597367
3800000002,621948
3800000002,560479
3800000002,570017
3800000002,602359
3800000002,596587
3800000002,650347
3800000002,599887
3800000002,605758
3800000002,649068
3800000002,638927
3800000002,614997
3800000002,633717
3800000002,633347
3800000002,598359
3800000002,598857
3800000002,585297
3900000002,1069467
3900000002,582777
3900000002,581957
3900000002,617608
3900000002,576957
3900000002,576658
3900000002,582018
3900000002,567217
3900000002,622228
3900000002,592148
3900000002,639167
3900000002,660127
3900000002,592837
3900000002,666237
3900000002,632588
3900000002,531349
3900000002,542069
3900000002,613529
3900000002,575599
3900000002,604568
3900000002,594967
3900000002,608128
3900000002,606157
3900000002,587758
3900000002,570527
3900000002,581288
3900000002,616988
3900000002,568218
3900000002,588337
3900000002,568368
4000000002,609207
4000000002,623077
4000000002,692918
4000000002,596317
4000000002,590757
4000000002,605858
4000000002,595358
4000000002,596108
4000000002,792617
4000000002,583737
4000000002,637648
4000000002,597217
4000000002,661858
4000000002,639719
4000000002,592978
4000000002,608437
4000000002,631767
4000000002,602668
4000000002,633907
4000000002,625888
4000000002,590987
4000000002,589477
4000000002,745167
4000000002,554198
4000000002,568048
4000000002,576287
4000000002,917726
4000000002,594118
4000000002,1176326
4000000002,610448
4100000002,569908
4100000002,572427
4100000002,579348
4100000002,713278
4100000002,562268
4100000002,576358
4100000002,562618
4100000002,540338
4100000002,567807
4100000002,571258
4100000002,580847
4100000002,599407
4100000002,578048
4100000002,590097
4100000002,588028
4100000002,616957
4100000002,593238
4100000002,611407
4100000002,557917
4100000002,590158
4100000002,570948
4100000002,557718
4100000002,604639
4100000002,567639
4100000002,630158
4100000002,581728
4100000002,558357
4100000002,570298
4100000002,555719
4100000002,560769
4200000002,575489
4200000002,601699
4200000002,554628
4200000002,538057
4200000002,565427
4200000002,630008
4200000002,616598
4200000002,589439
4200000002,604718
4200000002,535979
4200000002,684748
4200000002,585019
4200000002,634427
4200000002,669999
4200000002,629098
4200000002,649677
4200000002,620677
4200000002,520418
4200000002,636717
4200000002,590207
4200000002,639717
4200000002,783018
4200000002,609648
4200000002,556238
4200000002,503808
4200000002,560988
4200000002,382669
4200000002,592919
4200000002,539298
4200000002,686528
4300000002,540279
4300000002,557729
4300000002,601978
4300000002,570098
4300000002,604019
4300000002,506939
4300000002,769716
4300000002,564408
4300000002,561179
4300000002,560509
4300000002,584618
4300000002,513497
4300000002,549908
4300000002,590747
4300000002,502029
4300000002,521708
4300000002,592109
4300000002,546088
4300000002,538378
4300000002,508609
4300000002,630477
4300000002,594168
4300000002,531818
4300000002,567847
4300000002,802387
4300000002,546268
4300000002,527108
4300000002,568278
4300000002,536158
4300000002,601717
4400000002,564338
4400000002,558508
4400000002,545229
4400000002,546239
4400000002,543158
4400000002,538139
4400000002,662947
4400000002,545607
4400000002,511229
4400000002,549799
4400000002,527119
4400000002,542749
4400000002,529698
4400000002,548748
4400000002,559269
4400000002,592389
4400000002,599418
4400000002,550408
4400000002,610797
4400000002,535839
4400000002,531868
4400000002,591087
4400000002,764238
4400000002,567959
4400000002,624317
4400000002,893056
4400000002,601689
4400000002,627728
4400000002,651547
4400000002,602248
4500000002,704457
4500000002,537528
4500000002,518697
4500000002,512438
4500000002,557428
4500000002,530298
4500000002,599328
4500000002,530718
4500000002,560559
4500000002,542968
4500000002,531179
4500000002,576948
4500000002,521987
4500000002,547698
4500000002,523349
4500000002,599319
4500000002,576827
4500000002,543377
4500000002,529969
4500000002,502839
4500000002,560898
4500000002,535039
4500000002,529479
4500000002,526598
4500000002,523729
4500000002,583557
4500000002,524929
4500000002,1078746
4500000002,582767
4500000002,505769
4600000002,574248
4600000002,654218
4600000002,683339
4600000002,648488
4600000002,621649
4600000002,596849
4600000002,616437
4600000002,647818
4600000002,618389
4600000002,578418
4600000002,643899
4600000002,607727
4600000002,593158
4600000002,658958
4600000002,569939
4600000002,623179
4600000002,820358
4600000002,660929
4600000002,603869
4600000002,577118
4600000002,638728
4600000002,592209
4600000002,664427
4600000002,606138
4600000002,595168
4600000002,652718
4600000002,944876
4600000002,619647
4600000002,611569
4600000002,566258
4700000002,622327
4700000002,826917
4700000002,1079296
4700000002,658347
4700000002,645429
4700000002,614818
4700000002,931196
4700000002,635108
4700000002,608537
4700000002,558588
4700000002,556799
4700000002,611547
4700000002,586857
4700000002,632978
4700000002,600508
4700000002,584598
4700000002,681068
4700000002,885067
4700000002,740477
4700000002,587129
4700000002,611977
4700000002,583707
4700000002,845907
4700000002,608168
4700000002,597508
4700000002,615917
4700000002,591957
4700000002,604628
4700000002,592508
4700000002,609808
4800000002,599298
4800000002,603078
4800000002,613598
4800000002,595967
4800000002,584337
4800000002,597489
4800000002,635428
4800000002,600368
4800000002,561998
4800000002,618529
4800000002,621907
4800000002,607277
4800000002,782768
4800000002,599799
4800000002,593139
4800000002,586689
4800000002,600528
4800000002,594418
4800000002,690708
4800000002,546598
4800000002,689088
4800000002,633167
4800000002,588857
4800000002,573597
4800000002,574797
4800000002,584718
4800000002,594139
4800000002,642448
4800000002,671647
4800000002,643497
4900000002,589777
4900000002,657887
4900000002,769648
4900000002,619268
4900000002,606229
4900000002,667519
4900000002,539997
4900000002,630418
4900000002,617119
4900000002,607639
4900000002,567138
4900000002,625438
4900000002,601199
4900000002,618087
4900000002,606887
4900000002,585879
4900000002,571988
4900000002,575207
4900000002,606429
4900000002,567188
4900000002,648188
4900000002,548518
4900000002,647597
4900000002,602328
4900000002,623998
4900000002,563439
4900000002,599038
4900000002,583367
4900000002,606528
4900000002,644229
5000000002,633958
5000000002,650428
5000000002,650078
5000000002,508598
5000000002,611789
5000000002,599498
5000000002,483479
5000000002,603238
5000000002,553378
5000000002,659227
5000000002,529507
5000000002,618879
5000000002,588809
5000000002,585088
5000000002,582959
5000000002,570757
5000000002,592288
5000000002,549738
5000000002,837497
5000000002,566408
5000000002,544389
5000000002,556038
5000000002,548198
5000000002,592179
5000000002,566939
5000000002,576418
5000000002,625178
5000000002,566599
5000000002,575717
5000000002,588008
5100000002,551838
5100000002,522338
5100000002,527228
5100000002,554659
5100000002,527938
5100000002,519668
5100000002,484438
5100000002,541848
5100000002,515668
5100000002,559239
5100000002,526578
5100000002,530247
5100000002,518679
5100000002,506579
5100000002,501498
5100000002,521598
5100000002,541729
5100000002,505559
5100000002,565197
5100000002,541217
5100000002,535538
5100000002,580519
5100000002,553577
5100000002,564167
5100000002,767588
5100000002,510768
5100000002,531468
5100000002,527619
5100000002,528188
5100000002,536668
5200000002,660488
5200000002,629007
5200000002,586489
5200000002,606388
5200000002,637339
5200000002,582459
5200000002,660549
5200000002,633787
5200000002,606278
5200000002,636027
5200000002,591187
5200000002,624827
5200000002,631908
5200000002,559588
5200000002,948467
5200000002,665228
5200000002,642108
5200000002,604698
5200000002,576268
5200000002,612268
5200000002,554438
5200000002,606628
5200000002,593338
5200000002,653568
5200000002,624097
5200000002,596447
5200000002,603589
5200000002,820008
5200000002,612429
5200000002,587158
5300000002,680588
5300000002,581198
5300000002,546038
5300000002,605519
5300000002,603549
5300000002,621817
5300000002,682248
5300000002,594398
5300000002,568048
5300000002,561639
5300000002,608878
5300000002,577989
5300000002,589369
5300000002,576488
5300000002,595787
5300000002,568938
5300000002,563289
5300000002,615378
5300000002,583359
5300000002,549828
5300000002,543248
5300000002,559327
5300000002,796817
5300000002,546779
5300000002,589278
5300000002,537749
5300000002,587237
5300000002,774598
5300000002,573528
5300000002,581118
5400000002,604399
5400000002,876257
5400000002,632898
5400000002,605107
5400000002,624589
5400000002,633347
5400000002,630758
5400000002,715068
5400000002,590228
5400000002,623028
5400000002,631918
5400000002,617749
5400000002,592068
5400000002,639348
5400000002,643338
5400000002,569158
5400000002,575537
5400000002,811707
5400000002,544778
5400000002,562157
5400000002,557249
5400000002,574438
5400000002,550288
5400000002,539157
5400000002,562058
5400000002,528138
5400000002,563229
5400000002,570729
5400000002,607929
5400000002,566789
5500000002,548288
5500000002,560849
5500000002,507419
5500000002,548499
5500000002,543509
5500000002,568959
5500000002,540648
5500000002,527709
5500000002,542998
5500000002,536479
5500000002,563567
5500000002,549779
5500000002,613469
5500000002,532478
5500000002,669217
5500000002,581339
5500000002,527619
5500000002,517928
5500000002,1082737
5500000002,590828
5500000002,661457
5500000002,594729
5500000002,551169
5500000002,526879
5500000002,540769
5500000002,550228
5500000002,572658
5500000002,558728
5500000002,562858
5500000002,597158
5600000002,648558
5600000002,616958
5600000002,587008
5600000002,579118
5600000002,600378
5600000002,601628
5600000002,623948
5600000002,646459
5600000002,648828
5600000002,580148
5600000002,640297
5600000002,577129
5600000002,549078
5600000002,635958
5600000002,620348
5600000002,638077
5600000002,641338
5600000002,590098
5600000002,589889
5600000002,612309
5600000002,588567
5600000002,649538
5600000002,583628
5600000002,541709
5600000002,576837
5600000002,575278
5600000002,596268
5600000002,596278
5600000002,622447
5600000002,579017
5700000002,535338
5700000002,530148
5700000002,558499
5700000002,562269
5700000002,558758
5700000002,615899
5700000002,587978
5700000002,574418
5700000002,572129
5700000002,581478
5700000002,752908
5700000002,595108
5700000002,576588
5700000002,528518
5700000002,583999
5700000002,570968
5700000002,530029
5700000002,551308
5700000002,557378
5700000002,673638
5700000002,586048
5700000002,571868
5700000002,547958
5700000002,926977
5700000002,576367
5700000002,548308
5700000002,578628
5700000002,567089
5700000002,598658
5700000002,547148
5800000002,550169
5800000002,566949
5800000002,578187
5800000002,641927
5800000002,576097
5800000002,794988
5800000002,591379
5800000002,605088
5800000002,609899
5800000002,604749
5800000002,626678
5800000002,589309
5800000002,559918
5800000002,575558
5800000002,645128
5800000002,620979
5800000002,528708
5800000002,613217
5800000002,543308
5800000002,608857
5800000002,644528
5800000002,588359
5800000002,579788
5800000002,701928
5800000002,543938
5800000002,587048
5800000002,600428
5800000002,582557
5800000002,705147
5800000002,593927
5900000002,519648
5900000002,604569
5900000002,593478
5900000002,638929
5900000002,586418
5900000002,641058
5900000002,616058
5900000002,596148
5900000002,669059
5900000002,1145616
5900000002,560939
5900000002,565019
5900000002,577068
5900000002,597679
5900000002,795097
